,energy,atten_length,trans_fract,atten_fract,distribution
437,21950,0.06416505133305675,1.704527138447628e-07,0.9999998295472862,5070987.488023537
438,22000,0.06457724172411504,1.882807625374699e-07,0.9999998117192375,5057992.474889278
439,22050,0.06499117382958018,2.0779689456530402e-07,0.9999997922031054,5024422.024292441
440,22100,0.06540685106013257,2.2914329938141478e-07,0.9999997708567007,4990851.5736956075
441,22150,0.06582427682317396,2.5247254312767105e-07,0.9999997475274569,4957281.123098771
442,22200,0.0662434545228093,2.779481961080007e-07,0.9999997220518039,4923710.672501934
443,22250,0.06666438755983195,3.057454889396438e-07,0.9999996942545111,4898153.8133378895
444,22300,0.06708707933170519,3.360519981194748e-07,0.9999996639480019,4898153.8133378895
445,22350,0.06751153323254488,3.690683617308399e-07,0.9999996309316382,4898153.8133378895
446,22400,0.06793775265310388,4.0500902600195756e-07,0.999999594990974,4898153.8133378895
447,22450,0.06836574098075503,4.441030234104891e-07,0.9999995558969766,4898153.8133378895
448,22500,0.0687955015994725,4.865947830108795e-07,0.999999513405217,4895157.011687222
449,22550,0.0692270378898168,5.32744973641689e-07,0.9999994672550263,4861978.136269122
450,22600,0.0696603532289167,5.828313806469585e-07,0.9999994171686194,4828799.260851026
451,22650,0.07009545099045197,6.371498167227123e-07,0.9999993628501833,4795620.385432926
452,22700,0.07053233454463764,6.960150674735274e-07,0.9999993039849325,4762441.510014826
453,22750,0.07097100725820632,7.597618722357209e-07,0.9999992402381278,4729262.634596727
454,22800,0.07141147249439114,8.287459406945516e-07,0.9999991712540593,4727336.119249868
455,22850,0.0718537336129086,9.033450057907365e-07,0.9999990966549942,4727336.119249868
456,22900,0.07229779396994142,9.83959913378e-07,0.9999990160400867,4727336.119249868
457,22950,0.07274365691812294,1.0710157490582001e-06,0.9999989289842509,4727336.119249868
458,23000,0.07319132580651842,1.1649630025819124e-06,0.9999988350369974,4727336.119249868
459,23050,0.07364080398060886,1.2662787701651641e-06,0.9999987337212298,4701345.448379724
460,23100,0.07409209478227397,1.3754679950303598e-06,0.9999986245320049,4668592.976957995
461,23150,0.07454520154977463,1.4930647464374321e-06,0.9999985069352536,4635840.505536267
462,23200,0.07500012761773653,1.6196335374272205e-06,0.9999983803664626,4603088.034114538
463,23250,0.07545687631713328,1.7557706814525433e-06,0.9999982442293186,4570335.562692809
464,23300,0.07591545097526815,1.9021056880247707e-06,0.9999980978943119,4558713.717994775
465,23350,0.07637585491575907,2.059302697456675e-06,0.9999979406973025,4558713.717994775
466,23400,0.07683809145851915,2.228061954728007e-06,0.9999977719380453,4558713.717994775
467,23450,0.07730216391974137,2.409121322453955e-06,0.9999975908786776,4558713.717994775
468,23500,0.07776807561188229,2.6032578328791504e-06,0.9999973967421671,4558713.717994775
469,23550,0.0782358298436418,2.8112892787661345e-06,0.9999971887107212,4542696.207851047
470,23600,0.07870542991995012,3.034075842998003e-06,0.999996965924157,4510453.1679513315
471,23650,0.07917687914194747,3.2725217666481657e-06,0.9999967274782333,4478210.128051615
472,23700,0.07965018080696919,3.5275770552247956e-06,0.9999964724229448,4445967.0881519
473,23750,0.08012533820852703,3.800239222729857e-06,0.9999961997607772,4413724.048252184
474,23800,0.08060235463629378,4.091555073122107e-06,0.9999959084449269,4392714.067414304
475,23850,0.08108123337608535,4.402622518707863e-06,0.9999955973774813,4392714.067414304
476,23900,0.08156197770984377,4.7345924349283e-06,0.9999952654075651,4392714.067414304
477,23950,0.08204459091561957,5.088670550949917e-06,0.9999949113294491,4392714.067414304
